Índice	Disciplina	Código global	Título
22515	Legislação Estadual, Distrital e Municipal	99.1.6.24	Lei nº 13.556/2004 - Estabelece normas relativas à segurança e à proteção contra incêndio e pânico, bem como determina, em especial, a obrigatoriedade de cadastramento de empresas de manutenção e de instalação de sistemas de segurança contra incêndio junt
22516	Legislação Estadual, Distrital e Municipal	99.1.6.25	Lei nº 15.093/2011 - Institui o cadastro técnico estadual de atividades potencialmente poluidoras ou utilizadoras de recursos ambientais, a taxa de controle e fiscalização ambiental do Estado do Ceará, e dá outras providências.
22517	Legislação Estadual, Distrital e Municipal	99.1.6.26	Lei Estadual nº 12.670/96 - Dispõe acerca do Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - ICMS
22518	Legislação Estadual, Distrital e Municipal	99.1.6.27	Decreto nº 24.569/97 - Consolida e regulamenta a legislação do Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS), e dá outras providências.
22519	Legislação Estadual, Distrital e Municipal	99.1.7	Distrito Federal - DF
22520	Legislação Estadual, Distrital e Municipal	99.1.7.1	Lei nº 2.105/1998 - Código de Edificações do Distrito Federal
22521	Legislação Estadual, Distrital e Municipal	99.1.7.2	Lei nº 3.246/2003 - Dispõe Sobre a Carreira da Assistência Judiciária do DF
22522	Legislação Estadual, Distrital e Municipal	99.1.7.3	Lei nº 3.863/2006 - Autoriza a Incorporação da Sociedade de Abastecimento de Brasília S.A. (SAB)
22523	Legislação Estadual, Distrital e Municipal	99.1.7.4	Lei nº 4.036/2007 - Dispõe sobre a Gestão Compartilhada nas Instituições Educacionais da Rede Pública de Ensino do Distrito Federal e dá outras Providências.
22524	Legislação Estadual, Distrital e Municipal	99.1.7.5	Lei nº 3.319/2004 - Dispõe sobre a carreira Assistência à Educação do DF.
22525	Legislação Estadual, Distrital e Municipal	99.1.7.6	Lei nº 12.086/2009 - Dispõe sobre os militares da Polícia Militar do Distrito Federal e do Corpo de Bombeiros Militar do Distrito Federal; e dá outras providências.
22526	Legislação Estadual, Distrital e Municipal	99.1.7.7	Lei nº 11.697/2008 - Lei de Organização Judiciária do Distrito Federal e dos Territórios LOJDFT
22527	Legislação Estadual, Distrital e Municipal	99.1.7.8	Código Tributário do Distrito Federal
22528	Legislação Estadual, Distrital e Municipal	99.1.7.9	Legislação Previdenciária do DF
22529	Legislação Estadual, Distrital e Municipal	99.1.7.10	Decreto nº 27.691/2007 - Institui o Modelo de Gestão para Resultados, cria os cargos de Gerente de Projeto e Gerente-Adjunto de Projeto e dá outras providências.
22530	Legislação Estadual, Distrital e Municipal	99.1.7.11	Decreto nº 32.598/2010 - Aprova as Normas de Planejamento, Orçamento, Finanças, Patrimônio e Contabilidade do Distrito Federal, e dá outras providências.
22531	Legislação Estadual, Distrital e Municipal	99.1.7.12	Decreto Distrital n 34.063/2012 - Fixa critérios para atribuir à contribuinte a condição de substituto tributário em operações com os produtos constantes no Caderno I do Anexo IV do Decreto nº 18.955, de 22 de dezembro de 1997.
22532	Legislação Estadual, Distrital e Municipal	99.1.7.13	Decreto Distrital n 33.653/2012 -Institui a Política Integrada de Atenção à Saúde do Servidor Público do Distrito Federal.
22533	Legislação Estadual, Distrital e Municipal	99.1.7.14	Decreto Distrital 23.154/2002 - Define as infrações e as penalidades a serem aplicadas nos casos de descumprimento das normas referentes à Segurança Contra Incêndio e Pânico no âmbito do Distrito Federal, de que trata a Lei n° 2.747, de 20 de julho de 200
22534	Legislação Estadual, Distrital e Municipal	99.1.7.15	Lei 2.747/2001 - Define infrações e penalidades a serem aplicadas no caso de descumprimento das normas referentes à segurança contra incêndio e pânico no âmbito do Distrito Federal.
22535	Legislação Estadual, Distrital e Municipal	99.1.7.16	Lei nº 4.751/2012 - Dispõe sobre o Sistema de Ensino e a Gestão Democrática do Sistema de Ensino Público do Distrito Federal.
22536	Legislação Estadual, Distrital e Municipal	99.1.7.17	Lei Complementar nº 803/2009 - Aprova a revisão do Plano Diretor de Ordenamento Territorial do Distrito Federal %u2013 PDOT e dá outras providências.
22537	Legislação Estadual, Distrital e Municipal	99.1.7.18	Lei n. 4.770/2012 - Dispõe sobre os critérios de sustentabilidade ambiental na aquisição de bens e na contratação de obras e serviços pelo Distrito Federal.
22538	Legislação Estadual, Distrital e Municipal	99.1.7.19	Lei Distrital n 4.352/2009 -Dispõe sobre o tratamento e a disposição final dos resíduos dos serviços de saúde.
22539	Legislação Estadual, Distrital e Municipal	99.1.7.20	Decreto Distrital nº 37.296/2016 - Disciplina, no âmbito da Administração Pública do Distrito Federal, a aplicação da Lei nº 12.846/2013, que dispõe sobre a responsabilização administrativa e civil de pessoas jurídicas pela prática de atos contra a ad
22540	Legislação Estadual, Distrital e Municipal	99.1.7.21	Lei Estadual nº 10.633/2002 - Institui o Fundo Constitucional do Distrito Federal - FCDF, para atender o disposto no inciso XIV do art. 21 da Constituição Federal.
22541	Legislação Estadual, Distrital e Municipal	99.1.7.22	Decreto nº 12.898/1990 - Dispõe sobre a Ocupação e Uso do Solo do Distrito Federal e dá outras providências.
22542	Legislação Estadual, Distrital e Municipal	99.1.7.23	Lei Complementar nº 934/2017 - Lei Orgânica da Cultura do Distrito Federal
22543	Legislação Estadual, Distrital e Municipal	99.1.7.24	Lei nº 5.969/2017 - Código Penitenciário do Distrito Federal,
22544	Legislação Estadual, Distrital e Municipal	99.1.7.25	Lei Distrital nº 3.877/2006 - Dispõe sobre a política habitacional do Distrito Federal.
22545	Legislação Estadual, Distrital e Municipal	99.1.7.26	Lei Distrital nº 4.566/2011 - Dispõe sobre o Plano Diretor de Transporte Urbano e Mobilidade do Distrito Federal - PDTU/DF e dá outras providências.
22546	Legislação Estadual, Distrital e Municipal	99.1.7.27	Lei Distrital nº 6.138/2018 -Institui o Código de Obras e Edificações do Distrito Federal - COE.
22547	Legislação Estadual, Distrital e Municipal	99.1.7.28	Lei Distrital nº 5.022/2013 - Dispõe sobre o Estudo Prévio de Impacto de Vizinhança - EIV e dá outras providências.
22548	Legislação Estadual, Distrital e Municipal	99.1.7.29	Lei Distrital nº 5.803/ 2017 - Institui a Política de Regularização de Terras Públicas Rurais pertencentes ao Distrito Federal ou à Agência de Desenvolvimento do Distrito Federal - Terracap e dá outras providências.
22549	Legislação Estadual, Distrital e Municipal	99.1.7.30	Lei Orçamentária/Tributária do Distrito Federal
22550	Legislação Estadual, Distrital e Municipal	99.1.7.31	Legislação Ambiental do DF
22551	Legislação Estadual, Distrital e Municipal	99.1.7.32	Lei Complementar nº 769/2008 - Regime Próprio de Previdência Social do Distrito Federal (RPPS/DF)
22552	Legislação Estadual, Distrital e Municipal	99.1.7.33	Lei nº 4.990/2012 - Regula o acesso a informações no Distrito Federal previsto no art. 5º, XXXIII, no art. 37, § 3º, II, e no art. 216, § 2º, da Constituição Federal e nos termos do art. 45, da Lei federal nº 12.527, de 18 de novembro de 2011, e dá outras
22553	Legislação Estadual, Distrital e Municipal	99.1.7.34	Lei Complementar nº 13/1996 - Regulamenta o art. 69 da Lei Orgânica, dispondo sobre a elaboração, redação, alteração e consolidação das leis do Distrito Federal.
22554	Legislação Estadual, Distrital e Municipal	99.1.7.35	Decreto nº 10.829/1987 - Regulamenta o art. 38 da Lei n° 3.751, de 13 de abril de 1960, no que se refere à preservação da concepção urbanística de Brasília.
22555	Legislação Estadual, Distrital e Municipal	99.1.7.36	Lei Complementar n.º 440/2002 - Dispõe sobre a regulamentação do processo para regularização de parcelamento de solo com caracteristicas urbanas, parcial ou totalmente implantado, no Distrito Federal, DF.
22556	Legislação Estadual, Distrital e Municipal	99.1.7.37	Lei Complementar nº 292/2000 - Dispõe sobre condições para instituição e funcionamento de fundos, regulamentando, em parte, o § 12 do art. 149 da Lei Orgânica do Distrito Federal.
22557	Legislação Estadual, Distrital e Municipal	99.1.7.38	Decreto nº 37.297/2016 - Código de Conduta da Alta Administração, o Código de Ética dos Servidores e Empregados Públicos Civis do Poder Executivo e institui as Comissões de Ética do Poder Executivo do Distrito Federal
22558	Legislação Estadual, Distrital e Municipal	99.1.7.39	Decreto nº 33.269/2011 - Regulamenta o Processo Administrativo Fiscal - PAF
22559	Legislação Estadual, Distrital e Municipal	99.1.7.40	Lei nº 5.418/2014 - Dispõe sobre a Política Distrital de Resíduos Sólidos e dá outras providências
22560	Legislação Estadual, Distrital e Municipal	99.1.7.41	Decreto nº 39.103/2018 - Regulamenta, no âmbito do Distrito Federal, o Sistema de Registro de Preços e dá outras providências.
22561	Legislação Estadual, Distrital e Municipal	99.1.7.42	Decreto nº 36.756/2015 -Estabelece o Sistema Eletrônico de Informações (SEI) como sistema oficial para a gestão de documentos e processos administrativos no âmbito dos órgãos da Administração Direta e Indireta do Distrito Federal, e dá outras providências
22562	Legislação Estadual, Distrital e Municipal	99.1.7.43	Lei Distrital nº 5.165/2013 - Lei dos Benefícios Eventuais
22563	Legislação Estadual, Distrital e Municipal	99.1.7.44	Lei Distrital nº 4.601/2011 - Plano pela Superação da Extrema Pobreza no Distrito Federal %u2013 DF sem Miséria
22564	Legislação Estadual, Distrital e Municipal	99.1.7.45	Decreto nº 37.950/2017 - Aprova o Regimento Interno dos Conselhos Tutelares do Distrito Federal e dá outras providências
22565	Legislação Estadual, Distrital e Municipal	99.1.7.46	Lei nº 5.294/2014 - Dispõe sobre os Conselhos Tutelares do Distrito Federal e dá outras providências
22566	Legislação Estadual, Distrital e Municipal	99.1.7.47	Lei nº 7.106/1983 - Define os crimes de responsabilidade do Governador do Distrito Federal, dos Governadores dos Territórios Federais e de seus respectivos Secretários, e dá outras providências.
22567	Legislação Estadual, Distrital e Municipal	99.1.7.48	Lei Complementar Distrital nº 755/2008 - Define critérios para ocupação de área pública no Distrito Federal mediante concessão de direito real de uso e concessão de uso, para as utilizações que especifica.
22568	Legislação Estadual, Distrital e Municipal	99.1.7.49	Lei nº 6.138/2018 - Institui o Código de Obras e Edificações do Distrito Federal - COE.
22569	Legislação Estadual, Distrital e Municipal	99.1.7.50	II Plano Distrital de Políticas para Mulheres (2020 - 2023)
22570	Legislação Estadual, Distrital e Municipal	99.1.7.51	Decreto nº 43.056/2022 - Regulamenta a Lei nº 6.138, de 26 de abril de 2018, que dispõe sobre o Código de Edificações do Distrito Federal - COE/DF, e dá outras providências.
22571	Legislação Estadual, Distrital e Municipal	99.1.7.52	Decreto nº 32.704/2010 - Dispõe sobre a implantação do Sistema Integrado de Normas Jurídicas do Distrito Federal – SINJ-DF.
22572	Legislação Estadual, Distrital e Municipal	99.1.7.53	Lei Complementar n.º 987/2021 - Autoriza a criação e define as áreas de atuação da Universidade do Distrito Federal – UnDF e dá outras providências
22573	Legislação Estadual, Distrital e Municipal	99.1.7.54	Lei Distrital nº 6.112/2018 - Dispõe sobre a implementação de Programa de Integridade em pessoas jurídicas que firmem relação contratual de qualquer natureza com a administração pública do Distrito Federal em todas as esferas de poder e dá outras providên
22574	Legislação Estadual, Distrital e Municipal	99.1.7.55	Lei nº 5.321/2014 - Institui o Código de Saúde do Distrito Federal.
22575	Legislação Estadual, Distrital e Municipal	99.1.7.56	Lei nº 5.237/13 - Dispõe sobre a carreira Vigilância Ambiental e Atenção Comunitária à Saúde do Quadro de Pessoal do Distrito Federal e dá outras providências
22576	Legislação Estadual, Distrital e Municipal	99.1.7.57	Lei 5.323/2014 - Dispõe sobre a prestação do serviço de táxi no Distrito Federal e dá outras providências
22577	Legislação Estadual, Distrital e Municipal	99.1.7.58	Lei Complementar n° 986/2021 - Dispõe sobre a Regularização Fundiária Urbana – Reurb no Distrito Federal, altera a Lei Complementar nº 803, de 25 de abril de 2009, que aprova a revisão do Plano Diretor de Ordenamento Territorial do Distrito Federal – PDOT
22578	Legislação Estadual, Distrital e Municipal	99.1.7.59	Decreto n. 44.918/2023 - Regulamenta a Lei nº 5.806, de 26 de janeiro de 2017, que dispõe sobre a valorização das mulheres e o combate ao machismo na Rede Pública de Ensino do Distrito Federal.
22579	Legislação Estadual, Distrital e Municipal	99.1.7.60	Decreto Distrital nº 44.330/2023 - Regulamenta a Lei Federal nº 14.133, de 1º de abril de 2021, Lei de Licitações e Contratos Administrativos, no âmbito da Administração Pública direta, autárquica e fundacional do Distrito Federal
22580	Legislação Estadual, Distrital e Municipal	99.1.8	Espírito Santo - ES
22581	Legislação Estadual, Distrital e Municipal	99.1.8.1	Lei Complementar nº 46/1994 - Istitui o Regime Jurídico Único para os Servidores Públicos Civis da Administração Direta, das Autarquias e das Fundações do Estado do Espírito Santo, de Qualquer dos Seus Poderes.
22582	Legislação Estadual, Distrital e Municipal	99.1.8.2	Lei Complementar nº 295/2004 -
22583	Legislação Estadual, Distrital e Municipal	99.1.8.3	Lei Complementar nº 478/2009 -
22584	Legislação Estadual, Distrital e Municipal	99.1.8.4	Lei nº 4.701/1992 - Dispõe sobre a obrigatoriedade que todas as pessoas, físicas e jurídicas, devem garantir a qualidade do meio ambiente, da vida e da diversidade biológica no desenvolvimento de sua atividade, assim como corrigir ou fazer corrigir às
22585	Legislação Estadual, Distrital e Municipal	99.1.8.5	Lei nº 7.058/2002 - Dispõe Sobre a Fiscalização, Infrações e Penalidades Relativas à Proteção ao Meio Ambiente no Âmbito da Secretaria de Estado para Assuntos do Meio Ambiente.
22586	Legislação Estadual, Distrital e Municipal	99.1.8.6	Legislação Cultural
22587	Legislação Estadual, Distrital e Municipal	99.1.8.7	Lei de Organização Judiciária do Estado do Espírito Santo - LOJ/ES
22588	Legislação Estadual, Distrital e Municipal	99.1.8.8	Lei nº 7.854/2004 - Dá nova redação ao Plano de Carreiras e de Vencimentos dos Servidores Efetivos do Poder Judiciário e dá outras providências.
22589	Legislação Estadual, Distrital e Municipal	99.1.8.9	Decreto nº 1.595/2005 - Código de Ética dos Servidores Civis do Poder Executivo do Estado do Espírito Santo
22590	Legislação Estadual, Distrital e Municipal	99.1.8.10	Lei Complementar n 282/2004 - Estabelece o RPPS dos Servidores do Estado do Espírito Santo (ES-PREVIDÊNCIA),
22591	Legislação Estadual, Distrital e Municipal	99.1.8.11	Lei Estadual n.º 5.818/1998 - Institui a Política Estadual de Recursos Hídricos
22592	Legislação Estadual, Distrital e Municipal	99.1.8.12	Plano Estadual de Educação em Direitos Humanos do Estado do Espirito Santo
22593	Legislação Estadual, Distrital e Municipal	99.1.8.13	Legislação Ambiental do Estado do Espírito Santo
22594	Legislação Estadual, Distrital e Municipal	99.1.8.14	Legislação Orçamentária do Estado do Espírito Santo
22595	Legislação Estadual, Distrital e Municipal	99.1.8.15	Decreto Estadual nº254-R/00 - Dispõe sobre o Regulamento Disciplinar dos Militares Estaduais do Estado do Espírito Santo (RDME)
